Id,salary
9000,713664
9001,549261
9002,323404
9003,999999
9004,149628
9005,415969
9006,103202
9007,158633
9008,354317
9009,437088
9010,155587
9011,911626
9012,882592
9013,915972
9014,918482
9015,489145
9016,173454
9017,406096
9018,380992
9019,495469
9020,332012
9021,701398
9022,393036
9023,696351
9024,890365
9025,821213
9026,930766
9027,940620
9028,184330
9029,830110
9030,893274
9031,523409
9032,116904
9033,596145
9034,350903
9035,278494
9036,498648
9037,332966
9038,405087
9039,288707
9040,976797
9041,950776
9042,483922
9043,148141
9044,417810
9045,390563
9046,496926
9047,999999
9048,904067
9049,825927
9050,571860
9051,118397
9052,158038
9053,205574
9054,517331
9055,275368
9056,392299
9057,340028
9058,346734
9059,298148
9060,491905
9061,987904
9062,251648
9063,314245
9064,927612
9065,680155
9066,130457
9067,371346
9068,403590
9069,527910
9070,131234
9071,177627
9072,481934
9073,241166
9074,292687
9075,526535
9076,299439
9077,143217
9078,267800
9079,366454
9080,931083
9081,887727
9082,370466
9083,672119
9084,999999
9085,748486
9086,324128
9087,106069
9088,649683
9089,373903
9090,799939
9091,640343
9092,198714
9093,516064
9094,676875
9095,527151
9096,491754
9097,721803
9098,712867
9099,472669
9100,855685
9101,436450
9102,329257
9103,513109
9104,165417
9105,265296
9106,580483
9107,369555
9108,962680
9109,599659
9110,964923
9111,769456
9112,410372
9113,141440
9114,880796
9115,909785
9116,189941
9117,413325
9118,135789
9119,949066
9120,418310
9121,275839
9122,764627
9123,542612
9124,485088
9125,822491
9126,999999
9127,282817
9128,176813
9129,368467
9130,552411
9131,257927
9132,164917
9133,999999
9134,884143
9135,508343
9136,831006
9137,913986
9138,638146
9139,671737
9140,247770
9141,506063
9142,563233
9143,999999
9144,181212
9145,358056
9146,415780
9147,674705
9148,364672
9149,388406
9150,278001
9151,582838
9152,855503
9153,796814
9154,352310
9155,686621
9156,505131
9157,281920
9158,999999
9159,170822
9160,972238
9161,472304
9162,957045
9163,670890
9164,959516
9165,963594
9166,416414
9167,999999
9168,287036
9169,525669
9170,745916
9171,898586
9172,147851
9173,771935
9174,945404
9175,441543
9176,151927
9177,296766
9178,141244
9179,259954
9180,188064
9181,399448
9182,765447
9183,802368
9184,730562
9185,309327
9186,150073
9187,885239
9188,155518
9189,179929
9190,121539
9191,999999
9192,375752
9193,825798
9194,638156
9195,174589
9196,547316
9197,639088
9198,429445
9199,726211
9200,341421
9201,731839
9202,347789
9203,506073
9204,189119
9205,381349
9206,438629
9207,445641
9208,951166
9209,735643
9210,412704
9211,968977
9212,432386
9213,251048
9214,166864
9215,856456
9216,856117
9217,432346
9218,165113
9219,315251
9220,265132
9221,776933
9222,544197
9223,175102
9224,308179
9225,314976
9226,999999
9227,131686
9228,438634
9229,717252
9230,165478
9231,887273
9232,901110
9233,630413
9234,437105
9235,157896
9236,765284
9237,323975
9238,547213
9239,94677
9240,165779
9241,859519
9242,605089
9243,167363
9244,999999
9245,775253
9246,134200
9247,999999
9248,568746
9249,149830
9250,999999
9251,154307
9252,172635
9253,991466
9254,999999
9255,152475
9256,883522
9257,148451
9258,452061
9259,297728
9260,731233
9261,375881
9262,136305
9263,324159
9264,835133
9265,999999
9266,860301
9267,790535
9268,403233
9269,386119
9270,666185
9271,462611
9272,381631
9273,333163
9274,969529
9275,321232
9276,966156
9277,381874
9278,972889
9279,347688
9280,125297
9281,171951
9282,541221
9283,975128
9284,209838
9285,492130
9286,480401
9287,729769
9288,524059
9289,604461
9290,322492
9291,631856
9292,871262
9293,825773
9294,414546
9295,238940
9296,131579
9297,128586
9298,348738
9299,954942
9300,140430
9301,160139
9302,147047
9303,340573
9304,999999
9305,193319
9306,953656
9307,359643
9308,330205
9309,518586
9310,311242
9311,499247
9312,999999
9313,420189
9314,885975
9315,748802
9316,984904
9317,333560
9318,353265
9319,305499
9320,849128
9321,459349
9322,424412
9323,937156
9324,386651
9325,371385
9326,913695
9327,390789
9328,378826
9329,187211
9330,915633
9331,154728
9332,821226
9333,929367
9334,907704
9335,314165
9336,168843
9337,999999
9338,898852
9339,348692
9340,388448
9341,404611
9342,521734
9343,168703
9344,436594
9345,399002
9346,415810
9347,125565
9348,660467
9349,507248
9350,999999
9351,276872
9352,472949
9353,843736
9354,283976
9355,553583
9356,374415
9357,594439
9358,158893
9359,538547
9360,352017
9361,996494
9362,350121
9363,999999
9364,355080
9365,985321
9366,298928
9367,972421
9368,171663
9369,259617
9370,750608
9371,168536
9372,449622
9373,770376
9374,152370
9375,895499
9376,600241
9377,543998
9378,697567
9379,207760
9380,972731
9381,804738
9382,884631
9383,999999
9384,445098
9385,999999
9386,784069
9387,291497
9388,884328
9389,328105
9390,426741
9391,160414
9392,518834
9393,839675
9394,641170
9395,725367
9396,851164
9397,950985
9398,170599
9399,298675
9400,542319
9401,623430
9402,587417
9403,595821
9404,418211
9405,999999
9406,162616
9407,369502
9408,280460
9409,461176
9410,366361
9411,515785
9412,459918
9413,496159
9414,181635
9415,446910
9416,195145
9417,775004
9418,192897
9419,530564
9420,748503
9421,159335
9422,631387
9423,169124
9424,363668
9425,391269
9426,822039
9427,861433
9428,187308
9429,377023
9430,136487
9431,868049
9432,589735
9433,810477
9434,776790
9435,999999
9436,533684
9437,553119
9438,422636
9439,891892
9440,320860
9441,922100
9442,124715
9443,709701
9444,987814
9445,253050
9446,858797
9447,550144
9448,302231
9449,578762
9450,493430
9451,362576
9452,983664
9453,318823
9454,370582
9455,639010
9456,455813
9457,305752
9458,392078
9459,339292
9460,335587
9461,488171
9462,150402
9463,394130
9464,375446
9465,348059
9466,143107
9467,892268
9468,401021
9469,949028
9470,880385
9471,553406
9472,118034
9473,588703
9474,602190
9475,332271
9476,387904
9477,350613
9478,334695
9479,132795
9480,989726
9481,929674
9482,810069
9483,767870
9484,370074
9485,730196
9486,874711
9487,799885
9488,999999
9489,877310
9490,231141
9491,567674
9492,543908
9493,981946
9494,161064
9495,618289
9496,168335
9497,634727
9498,597145
9499,369901
9500,507839
9501,321840
9502,895266
9503,302927
9504,404227
9505,490869
9506,503533
9507,290894
9508,159986
9509,332514
9510,458592
9511,199053
9512,866023
9513,272889
9514,313935
9515,944446
9516,976281
9517,823202
9518,334628
9519,367887
9520,833864
9521,390068
9522,371753
9523,140991
9524,129532
9525,376386
9526,945740
9527,125782
9528,359251
9529,200241
9530,721977
9531,905238
9532,990784
9533,738258
9534,163604
9535,836696
9536,951582
9537,999999
9538,924955
9539,964482
9540,805859
9541,364875
9542,753025
9543,603504
9544,339046
9545,486490
9546,922513
9547,781702
9548,590882
9549,374254
9550,353232
9551,648386
9552,717036
9553,817591
9554,416793
9555,164498
9556,593741
9557,412058
9558,172115
9559,861821
9560,915800
9561,852782
9562,459943
9563,851010
9564,816392
9565,891122
9566,824107
9567,383510
9568,878714
9569,872537
9570,138039
9571,388189
9572,184370
9573,298024
9574,122858
9575,944695
9576,384042
9577,365175
9578,359443
9579,867806
9580,824151
9581,394753
9582,575325
9583,342498
9584,382738
9585,594591
9586,180992
9587,536478
9588,389354
9589,605002
9590,297091
9591,820664
9592,128099
9593,328567
9594,237530
9595,162613
9596,384230
9597,364103
9598,928711
9599,885113
9600,908517
9601,170001
9602,260540
9603,802402
9604,366196
9605,401517
9606,146182
9607,570970
9608,835270
9609,306356
9610,137193
9611,666996
9612,703791
9613,467637
9614,336939
9615,500243
9616,408405
9617,136265
9618,173502
9619,956878
9620,592679
9621,587894
9622,142256
9623,411517
9624,132840
9625,491820
9626,125359
9627,344348
