Id,salary
9000,716693
9001,559226
9002,335888
9003,999999
9004,160726
9005,401253
9006,118407
9007,165953
9008,344458
9009,438509
9010,164832
9011,912134
9012,879595
9013,896526
9014,913082
9015,491234
9016,177157
9017,405050
9018,350101
9019,484923
9020,331050
9021,701512
9022,381833
9023,737944
9024,920106
9025,823024
9026,884674
9027,976240
9028,167109
9029,852252
9030,907619
9031,524680
9032,118063
9033,596655
9034,332215
9035,305604
9036,457384
9037,326032
9038,399356
9039,271589
9040,985779
9041,925728
9042,480269
9043,153243
9044,417530
9045,397218
9046,517709
9047,999999
9048,929481
9049,828586
9050,574838
9051,112266
9052,149525
9053,193725
9054,558316
9055,272532
9056,377461
9057,328599
9058,344739
9059,275033
9060,486908
9061,997132
9062,265178
9063,330095
9064,908605
9065,668932
9066,104555
9067,362314
9068,436862
9069,527122
9070,126245
9071,195271
9072,471284
9073,232949
9074,291201
9075,536301
9076,295384
9077,151760
9078,280710
9079,354531
9080,943083
9081,832847
9082,371648
9083,674974
9084,999999
9085,706151
9086,311682
9087,110440
9088,605835
9089,391514
9090,816728
9091,614669
9092,184527
9093,534792
9094,699105
9095,492159
9096,481010
9097,721479
9098,710528
9099,461289
9100,855338
9101,421549
9102,339576
9103,474165
9104,183519
9105,250260
9106,588644
9107,354736
9108,970623
9109,587479
9110,971899
9111,750939
9112,437176
9113,122373
9114,877114
9115,918174
9116,193569
9117,411768
9118,127056
9119,961738
9120,420640
9121,265866
9122,801124
9123,548380
9124,491112
9125,846724
9126,999999
9127,311008
9128,181584
9129,342134
9130,561404
9131,242351
9132,159771
9133,999999
9134,910034
9135,495773
9136,809641
9137,904275
9138,650890
9139,666182
9140,239929
9141,483548
9142,573733
9143,999999
9144,174081
9145,363639
9146,414406
9147,691143
9148,353582
9149,372153
9150,270212
9151,549995
9152,851103
9153,776702
9154,345812
9155,732947
9156,583865
9157,282272
9158,999999
9159,170710
9160,984540
9161,478225
9162,940727
9163,657847
9164,884779
9165,952496
9166,425845
9167,999999
9168,276095
9169,560674
9170,739712
9171,865357
9172,160030
9173,805360
9174,963649
9175,427734
9176,154860
9177,281987
9178,149228
9179,260841
9180,180859
9181,407826
9182,751585
9183,797453
9184,734675
9185,302807
9186,153399
9187,920511
9188,146035
9189,171986
9190,122109
9191,999999
9192,321420
9193,823051
9194,654034
9195,214665
9196,526636
9197,622071
9198,405758
9199,723926
9200,319963
9201,750521
9202,365913
9203,506546
9204,198787
9205,394152
9206,429436
9207,450527
9208,991878
9209,739508
9210,419125
9211,972672
9212,445200
9213,235754
9214,157211
9215,868877
9216,864843
9217,452891
9218,162375
9219,316326
9220,250901
9221,759282
9222,541194
9223,174268
9224,326676
9225,308540
9226,999999
9227,100607
9228,426731
9229,743580
9230,167537
9231,914900
9232,915812
9233,610305
9234,438528
9235,147367
9236,794657
9237,341302
9238,543946
9239,76433
9240,167162
9241,864123
9242,630861
9243,158417
9244,999999
9245,801640
9246,131461
9247,999999
9248,552868
9249,156394
9250,996754
9251,143455
9252,179690
9253,999999
9254,999999
9255,157009
9256,860303
9257,141895
9258,432614
9259,284639
9260,739279
9261,377283
9262,146035
9263,324842
9264,807472
9265,999999
9266,844472
9267,798766
9268,410537
9269,391482
9270,675775
9271,445555
9272,386769
9273,337525
9274,999999
9275,312625
9276,942602
9277,389502
9278,984923
9279,357435
9280,108143
9281,176859
9282,536079
9283,970520
9284,226112
9285,498385
9286,488681
9287,737465
9288,487503
9289,579073
9290,329716
9291,651913
9292,900128
9293,815617
9294,417850
9295,233440
9296,107658
9297,106808
9298,334226
9299,939959
9300,140767
9301,177853
9302,138292
9303,349285
9304,999999
9305,204113
9306,992117
9307,383071
9308,372804
9309,540825
9310,296367
9311,527658
9312,999999
9313,416124
9314,841225
9315,770312
9316,960094
9317,320555
9318,348114
9319,296226
9320,858425
9321,439326
9322,436311
9323,950546
9324,376500
9325,352157
9326,906874
9327,369859
9328,398711
9329,174595
9330,958440
9331,169613
9332,833145
9333,905322
9334,871744
9335,341581
9336,164788
9337,999999
9338,863818
9339,349914
9340,382495
9341,374494
9342,524532
9343,159869
