Id,salary
9000,711076
9001,549947
9002,330366
9003,998001
9004,154782
9005,433053
9006,104500
9007,148011
9008,366847
9009,433236
9010,150681
9011,913714
9012,896552
9013,903048
9014,931760
9015,486485
9016,175784
9017,398558
9018,376930
9019,492477
9020,322740
9021,717146
9022,396010
9023,700677
9024,881487
9025,800691
9026,957388
9027,941420
9028,183852
9029,826148
9030,903140
9031,532423
9032,125348
9033,594175
9034,344255
9035,285902
9036,469262
9037,340078
9038,405649
9039,282515
9040,985569
9041,970086
9042,454454
9043,154855
9044,421916
9045,396365
9046,510722
9047,998001
9048,898903
9049,833615
9050,575510
9051,126277
9052,147782
9053,189850
9054,527019
9055,274284
9056,387969
9057,335082
9058,340344
9059,293720
9060,507691
9061,993250
9062,248918
9063,339175
9064,941710
9065,671751
9066,126307
9067,367098
9068,411298
9069,495972
9070,132782
9071,195983
9072,459766
9073,235612
9074,285241
9075,530443
9076,303483
9077,160741
9078,261240
9079,368340
9080,936597
9081,867423
9082,368360
9083,679905
9084,998001
9085,748248
9086,321370
9087,106561
9088,658011
9089,375173
9090,802435
9091,662257
9092,201108
9093,524508
9094,711031
9095,531983
9096,490314
9097,719399
9098,712515
9099,461799
9100,844561
9101,432384
9102,327015
9103,500577
9104,167961
9105,254016
9106,564121
9107,387493
9108,967486
9109,599337
9110,971025
9111,776208
9112,415086
9113,127790
9114,879576
9115,918513
9116,187537
9117,418141
9118,135113
9119,964040
9120,412972
9121,271407
9122,764255
9123,551786
9124,470860
9125,823821
9126,998001
9127,271853
9128,173317
9129,362481
9130,524223
9131,253759
9132,162949
9133,998001
9134,895769
9135,497293
9136,822324
9137,898968
9138,640494
9139,660445
9140,247074
9141,526317
9142,537015
9143,998001
9144,180718
9145,356458
9146,422802
9147,671303
9148,365398
9149,383360
9150,275105
9151,568872
9152,837199
9153,786578
9154,348184
9155,677033
9156,511423
9157,283376
9158,998001
9159,169364
9160,983706
9161,473028
9162,964513
9163,678502
9164,958246
9165,947858
9166,420048
9167,998001
9168,294862
9169,515307
9170,753814
9171,895294
9172,133381
9173,784821
9174,945998
9175,426899
9176,161347
9177,297954
9178,140500
9179,257696
9180,183020
9181,394370
9182,750283
9183,794088
9184,737766
9185,317623
9186,151719
9187,895065
9188,167272
9189,178513
9190,121329
9191,998001
9192,387846
9193,818652
9194,638228
9195,194389
9196,549548
9197,634836
9198,417173
9199,723435
9200,328859
9201,738469
9202,346363
9203,506025
9204,186821
9205,387295
9206,445315
9207,454371
9208,960938
9209,722359
9210,409890
9211,997749
9212,426374
9213,250960
9214,159124
9215,851408
9216,845387
9217,415586
9218,155087
9219,313153
9220,268148
9221,791283
9222,547479
9223,179902
9224,321425
9225,313852
9226,998001
9227,133432
9228,434552
9229,729460
9230,170628
9231,890413
9232,918020
9233,624249
9234,438827
9235,138462
9236,788346
9237,332339
9238,542421
9239,109543
9240,164077
9241,875855
9242,611303
9243,165033
9244,998001
9245,780085
9246,139986
9247,998001
9248,582970
9249,146260
9250,998001
9251,139847
9252,175763
9253,992280
9254,998001
9255,139629
9256,887560
9257,162871
9258,458971
9259,284928
9260,742167
9261,376505
9262,131053
9263,322137
9264,832101
9265,998001
9266,863825
9267,800551
9268,392699
9269,379031
9270,679783
9271,456485
9272,387571
9273,332931
9274,997687
9275,312352
9276,962522
9277,378402
9278,968717
9279,343510
9280,126193
9281,162861
9282,543759
9283,945186
9284,204292
9285,485266
9286,482825
9287,746333
9288,527017
9289,620923
9290,342266
9291,618100
9292,855946
9293,849609
9294,412610
