Id,salary
9000,724916
9001,548610
9002,338129
9003,1000000
9004,153245
9005,450843
9006,98343
9007,140695
9008,331212
9009,465629
9010,148257
9011,895771
9012,877201
9013,920261
9014,923798
9015,520022
9016,175389
9017,382582
9018,341070
9019,473084
9020,352019
9021,707969
9022,397595
9023,659182
9024,891368
9025,798190
9026,888616
9027,920566
9028,188346
9029,855150
9030,886578
9031,527944
9032,122020
9033,633243
9034,360344
9035,279945
9036,482288
9037,371199
9038,412776
9039,297613
9040,966187
9041,975777
9042,477572
9043,154294
9044,422272
9045,392265
9046,492846
9047,1000000
9048,898554
9049,849835
9050,594436
9051,121434
9052,154314
9053,197368
9054,546081
9055,293568
9056,390350
9057,338763
9058,358411
9059,290091
9060,514309
9061,985811
9062,248520
9063,290300
9064,931035
9065,678679
9066,129956
9067,369989
9068,394207
9069,491524
9070,127585
9071,161104
9072,479343
9073,239032
9074,289101
9075,570469
9076,290399
9077,139977
9078,263664
9079,358095
9080,909537
9081,893717
9082,359918
9083,659607
9084,1000000
9085,809168
9086,313230
9087,111581
9088,599444
9089,341844
9090,800243
9091,681449
9092,195756
9093,541119
9094,679285
9095,529871
9096,492265
9097,737447
9098,733799
9099,456959
9100,852458
9101,432117
9102,334749
9103,543738
9104,162357
9105,264556
9106,565511
9107,365629
9108,927564
9109,604348
9110,1000000
9111,756521
9112,411205
9113,131358
9114,894430
9115,928698
9116,183928
9117,413683
9118,135680
9119,944337
9120,405943
9121,280146
9122,768111
9123,552595
9124,490445
9125,814106
9126,1000000
9127,289633
9128,171976
9129,387747
9130,524133
9131,275755
9132,183983
9133,1000000
9134,889973
9135,496034
9136,841696
9137,886454
9138,644544
9139,657974
9140,254891
9141,543866
9142,570799
9143,1000000
9144,185572
9145,354103
9146,420846
9147,708571
9148,363641
9149,404247
9150,280046
9151,554828
9152,875894
9153,830348
9154,352092
9155,683287
9156,479999
9157,277386
9158,1000000
9159,164953
9160,993602
9161,522659
9162,956446
9163,665460
9164,953618
9165,1000000
9166,411583
9167,1000000
9168,279924
9169,516305
9170,783366
9171,885249
9172,156698
9173,764431
9174,947941
9175,472233
9176,151825
9177,289624
9178,148419
9179,262344
9180,209034
9181,404180
9182,751758
9183,844654
9184,737325
9185,320365
9186,127297
9187,927359
9188,162690
9189,183631
9190,122687
9191,1000000
9192,386860
9193,824331
9194,641134
9195,182566
9196,538600
9197,657070
9198,444608
9199,721462
9200,353324
9201,743312
9202,335611
9203,467130
9204,194704
9205,368615
9206,440618
9207,464470
9208,978556
9209,705305
9210,420459
9211,965698
9212,413464
9213,249342
9214,197313
9215,875886
9216,842710
9217,442500
9218,190110
9219,309659
9220,265411
9221,713443
9222,568703
9223,173695
9224,302117
9225,307903
