Id,salary
9000,716664
9001,547529
9002,330447
9003,1000000
9004,153701
9005,419079
9006,104392
9007,151529
9008,354913
9009,435421
9010,159206
9011,916839
9012,889729
9013,905929
9014,920248
9015,486481
9016,172100
9017,399509
9018,383622
9019,494777
9020,326599
9021,709037
9022,394775
9023,694958
9024,892273
9025,819733
9026,934001
9027,940888
9028,184790
9029,836348
9030,901452
9031,522000
9032,120331
9033,599440
9034,345636
9035,276890
9036,491256
9037,334635
9038,409977
9039,286417
9040,981369
9041,955564
9042,472623
9043,157161
9044,421761
9045,395403
9046,498728
9047,1000000
9048,903475
9049,825495
9050,572873
9051,122167
9052,158870
9053,196677
9054,519746
9055,270954
9056,386261
9057,336708
9058,339667
9059,293611
9060,499582
9061,992640
9062,248213
9063,321939
9064,929987
9065,670890
9066,128709
9067,371034
9068,406657
9069,509913
9070,133069
9071,179572
9072,471362
9073,240279
9074,296248
9075,526469
9076,304303
9077,146400
9078,261956
9079,368733
9080,943608
9081,878146
9082,371409
9083,681346
9084,1000000
9085,744461
9086,326328
9087,104771
9088,658386
9089,377833
9090,802356
9091,647075
9092,192504
9093,510560
9094,687719
9095,532326
9096,488838
9097,712825
9098,713530
9099,470972
9100,851901
9101,438136
9102,330795
9103,511671
9104,167141
9105,261995
9106,573277
9107,378460
9108,962050
9109,602369
9110,959489
9111,773042
9112,411633
9113,135225
9114,886591
9115,910483
9116,186543
9117,419739
9118,137530
9119,941692
9120,414309
9121,274615
9122,771933
9123,546894
9124,483285
9125,823793
9126,1000000
9127,281344
9128,175036
9129,366054
9130,548188
9131,258392
9132,163904
9133,1000000
9134,889038
9135,509421
9136,835224
9137,904533
9138,640500
9139,663763
9140,243976
9141,513466
9142,558908
9143,1000000
9144,181389
9145,357391
9146,416951
9147,670851
9148,364590
9149,386269
9150,278262
9151,578957
9152,851808
9153,796144
9154,354916
9155,683751
9156,505635
9157,282567
9158,1000000
9159,173165
9160,979414
9161,465391
9162,955298
9163,675992
9164,960594
9165,965400
9166,420387
9167,1000000
9168,285084
9169,522431
9170,747714
9171,905535
9172,147809
9173,778643
9174,947780
9175,435067
9176,149193
9177,295313
9178,143708
9179,262680
9180,184853
9181,395775
9182,764250
9183,801427
9184,727702
9185,313276
9186,150809
9187,883102
9188,157187
9189,174779
9190,124434
9191,1000000
9192,383853
9193,827814
9194,635267
9195,182618
9196,546826
9197,631463
9198,425150
9199,727556
9200,338334
9201,733840
9202,348535
9203,499335
9204,191131
9205,385888
9206,440500
9207,454897
9208,953526
9209,729325
9210,415840
9211,974885
9212,427152
9213,249248
9214,158843
9215,855120
9216,845659
9217,433949
9218,162583
9219,313892
9220,264846
9221,784156
9222,548041
9223,175244
9224,310472
9225,315709
9226,1000000
9227,133800
9228,433770
9229,718827
9230,165265
9231,889965
9232,904780
9233,630492
9234,442958
9235,152765
9236,767982
9237,324241
9238,546900
9239,101079
9240,167506
9241,867114
9242,606870
9243,166023
9244,1000000
9245,774054
9246,138430
9247,1000000
9248,569018
9249,151400
9250,1000000
9251,149806
9252,171554
9253,992135
9254,1000000
9255,145617
9256,884088
9257,151659
9258,463746
9259,295855
9260,740042
9261,371452
9262,133661
9263,324601
9264,836176
9265,1000000
9266,858249
9267,793732
9268,401952
9269,384715
9270,675885
9271,461337
9272,387450
9273,335209
9274,975885
9275,318636
9276,968102
9277,380828
9278,962834
9279,348014
9280,123290
9281,170130
9282,541658
9283,961871
9284,209573
9285,491610
9286,478569
9287,736443
9288,525288
9289,611168
9290,330653
9291,625622
9292,868940
9293,833089
9294,416521
9295,236099
9296,126173
9297,128666
9298,352421
9299,958033
9300,136885
9301,157417
9302,145651
9303,342716
9304,1000000
9305,192800
9306,958474
9307,362563
9308,328920
9309,513213
9310,313305
9311,510949
9312,1000000
9313,425535
9314,894206
9315,747417
9316,976436
9317,334103
9318,345107
9319,308086
9320,838832
9321,459632
9322,426323
9323,931091
9324,390269
9325,374485
9326,915942
9327,396572
9328,384223
9329,190852
9330,911537
9331,153210
9332,824299
9333,921760
9334,899156
9335,313931
9336,168295
9337,1000000
9338,894982
9339,345512
9340,389663
9341,401842
9342,519159
9343,168745
9344,435058
9345,393584
9346,415645
9347,127639
9348,652515
9349,504801
9350,1000000
9351,274557
9352,473904
9353,844011
9354,289941
9355,550896
9356,375885
9357,596790
9358,161359
9359,528174
9360,356985
9361,991945
9362,351657
9363,1000000
9364,358956
9365,980987
9366,300516
9367,983719
9368,168938
9369,258793
9370,745066
9371,166135
9372,438810
9373,766710
9374,155294
9375,893798
9376,598914
9377,547314
9378,701278
9379,203273
9380,968730
9381,803401
9382,879288
9383,1000000
9384,442400
9385,1000000
9386,784484
9387,290824
9388,881639
9389,327901
9390,431223
9391,162372
9392,523708
9393,836512
9394,650291
9395,723068
9396,846393
9397,966095
9398,172143
9399,298705
9400,541732
9401,623575
9402,589465
9403,603052
9404,421455
9405,1000000
9406,164197
9407,372159
9408,275790
9409,462293
9410,362580
9411,519802
9412,463104
9413,496743
9414,186756
9415,440696
9416,200450
9417,781208
9418,190555
9419,536443
9420,739942
9421,156565
9422,640848
9423,170803
9424,359233
9425,391469
9426,827032
9427,863825
9428,182706
9429,373156
9430,139015
9431,865800
9432,590189
9433,808260
9434,778181
9435,983975
9436,538171
9437,552684
9438,418944
9439,885898
9440,314449
9441,923162
9442,122502
9443,714478
9444,995136
9445,251579
9446,872994
9447,543607
9448,304128
9449,588559
9450,501145
9451,359820
9452,985236
9453,319909
9454,372553
9455,638708
9456,460635
9457,304435
9458,397306
9459,334552
9460,333724
9461,482302
9462,149154
9463,391384
9464,380893
9465,349509
9466,141322
9467,889242
9468,409993
9469,955779
9470,884372
9471,552681
9472,121934
9473,599563
9474,605813
9475,333130
9476,387290
9477,345439
9478,333058
9479,132849
9480,988880
9481,928317
9482,813827
9483,768192
9484,368861
9485,727117
9486,874978
9487,788369
9488,1000000
9489,873631
9490,230809
9491,562078
9492,539564
9493,975084
9494,165104
9495,620903
9496,169318
9497,647380
9498,597476
9499,368855
9500,511861
9501,322006
9502,899602
9503,300692
9504,407260
9505,488435
9506,503330
9507,294456
9508,162915
9509,331984
9510,455431
9511,205225
9512,869623
9513,269368
9514,317703
9515,937306
9516,977168
9517,823125
9518,337155
9519,371011
9520,826880
9521,388368
9522,378249
9523,139395
9524,129706
9525,371365
9526,950589
9527,126987
9528,362400
9529,202469
9530,711661
9531,896743
9532,987649
9533,746454
9534,167789
9535,840920
9536,952608
9537,1000000
9538,921890
9539,967283
9540,805361
9541,360773
9542,762818
9543,602782
9544,336922
9545,483530
9546,916915
9547,785228
9548,582195
9549,373958
9550,349448
9551,638043
9552,715743
9553,822754
9554,420801
9555,161403
9556,588751
9557,412208
9558,171840
9559,852998
9560,926974
9561,851426
9562,452870
9563,855753
9564,811830
9565,895433
9566,834839
9567,385558
9568,878552
9569,885518
9570,138390
9571,388851
9572,187502
9573,294036
9574,124775
9575,946461
9576,377566
9577,365722
9578,356374
9579,852861
9580,826047
9581,384966
9582,574310
9583,338576
9584,379355
9585,592279
9586,179198
9587,544284
9588,392487
9589,613777
9590,297019
9591,824392
9592,131376
9593,330844
9594,239629
9595,162097
9596,386521
9597,366400
9598,930406
9599,883801
9600,917723
9601,172517
9602,261166
9603,804369
9604,360546
9605,407089
9606,148283
9607,573117
9608,835242
9609,309897
9610,136758
9611,679945
9612,701715
9613,465139
9614,334852
9615,502970
9616,405947
9617,139072
9618,173376
9619,961576
9620,585395
9621,589599
9622,142209
9623,411282
9624,129266
9625,494337
9626,119364
9627,341731
9628,858727
9629,858103
9630,194473
9631,609806
9632,364310
9633,344776
9634,407772
9635,151303
9636,646081
9637,509351
9638,1000000
9639,309661
9640,374658
9641,275136
9642,285853
9643,758374
9644,652038
9645,503802
9646,170779
9647,932697
9648,537583
9649,619016
9650,485601
9651,769443
9652,905516
9653,386477
9654,874446
9655,372526
9656,964036
9657,626453
9658,342494
9659,841915
9660,428322
9661,525414
9662,130708
9663,120435
9664,432548
9665,685427
9666,395166
